n_shared,diff_pp,ci_low_pp,ci_high_pp,p,model,domain,benchmark,cond_a,cond_b,p_holm,sig_raw,sig_holm
299,0.33444816053511706,-1.0033444816053512,2.0066889632107023,0.824,falcon,codealpaca,arc_challenge,mlp_only,attention_plus_mlp,1.0,False,False
256,0.78125,-4.296875,5.859375,0.8262,qwen3,codealpaca,gsm8k,softmax_only,gdn_only,1.0,False,False
164,0.6097560975609756,-1.8292682926829267,3.048780487804878,0.827,falcon,codealpaca,humaneval,mlp_only,attention_plus_mlp,1.0,False,False
299,-0.33444816053511706,-2.0066889632107023,1.0033444816053512,0.8274,falcon,gsm8k_train,arc_challenge,attention_plus_mlp,ssm_plus_mlp,1.0,False,False
299,-0.33444816053511706,-2.0066889632107023,1.0033444816053512,0.8274,falcon,ultrachat,arc_challenge,mlp_only,attention_plus_mlp,1.0,False,False
256,0.78125,-4.6875,6.25,0.83,qwen3,ultrachat,gsm8k,mlp_only,softmax_plus_mlp,1.0,False,False
157,0.6369426751592357,-1.910828025477707,3.1847133757961785,0.8312,falcon,codealpaca,humaneval,all_eligible,ssm_plus_mlp,1.0,False,False
164,0.6097560975609756,-1.8292682926829267,3.048780487804878,0.8338,falcon,codealpaca,humaneval,attention_plus_mlp,ssm_plus_mlp,1.0,False,False
128,-1.5625,-14.0625,10.9375,0.838,qwen3,codealpaca,gsm8k,all_layers,__base__,1.0,False,False
299,-0.33444816053511706,-1.6722408026755853,1.0033444816053512,0.8414,falcon,gsm8k_train,arc_challenge,mlp_only,ssm_plus_mlp,1.0,False,False
299,0.33444816053511706,-1.3377926421404682,2.0066889632107023,0.8418,falcon,codealpaca,arc_challenge,ssm_only,ssm_plus_mlp,1.0,False,False
256,0.78125,-4.296875,5.46875,0.8448,qwen3,ultrachat,gsm8k,softmax_only,gdn_only,1.0,False,False
512,0.390625,-2.734375,3.515625,0.8454,qwen3,ultrachat,mmlu,gdn_plus_mlp,__base__,1.0,False,False
299,-0.33444816053511706,-2.0066889632107023,1.3377926421404682,0.8464,falcon,codealpaca,arc_challenge,ssm_only,mlp_only,1.0,False,False
256,-0.78125,-5.859375,4.296875,0.847,qwen3,ultrachat,gsm8k,all_layers,softmax_only,1.0,False,False
512,-0.390625,-3.90625,2.9296875,0.8548,qwen3,codealpaca,mmlu,gdn_only,__base__,1.0,False,False
512,0.390625,-2.734375,3.515625,0.8554,qwen3,codealpaca,mmlu,all_layers,__base__,1.0,False,False
512,0.390625,-2.734375,3.515625,0.8572,qwen3,ultrachat,mmlu,all_layers,__base__,1.0,False,False
512,0.1953125,-0.78125,1.171875,0.8596,falcon,ultrachat,hellaswag,mlp_only,attention_plus_mlp,1.0,False,False
299,0.33444816053511706,-1.3377926421404682,2.0066889632107023,0.8598,qwen3,gsm8k_train,arc_challenge,mlp_only,softmax_plus_mlp,1.0,False,False
299,-0.33444816053511706,-2.341137123745819,1.6722408026755853,0.8636,falcon,codealpaca,arc_challenge,attention_only,__base__,1.0,False,False
512,-0.390625,-3.3203125,2.734375,0.8636,qwen3,codealpaca,mmlu,gdn_plus_mlp,__base__,1.0,False,False
128,1.5625,-10.9375,14.0625,0.8652,qwen3,codealpaca,gsm8k,mlp_only,__base__,1.0,False,False
299,0.33444816053511706,-1.6722408026755853,2.341137123745819,0.866,falcon,ultrachat,arc_challenge,all_eligible,mlp_only,1.0,False,False
299,0.33444816053511706,-1.6722408026755853,2.341137123745819,0.8662,falcon,gsm8k_train,arc_challenge,all_eligible,mlp_only,1.0,False,False
512,-0.390625,-3.7109375,3.125,0.8684,qwen3,ultrachat,mmlu,gdn_only,mlp_only,1.0,False,False
256,-0.78125,-6.640625,5.078125,0.8702,qwen3,codealpaca,gsm8k,all_layers,softmax_only,1.0,False,False
512,0.390625,-3.125,3.7109375,0.8724,qwen3,ultrachat,hellaswag,softmax_only,gdn_plus_mlp,1.0,False,False
299,-0.33444816053511706,-2.341137123745819,1.6722408026755853,0.8734,falcon,codealpaca,arc_challenge,all_eligible,attention_plus_mlp,1.0,False,False
299,-0.33444816053511706,-2.341137123745819,1.6722408026755853,0.8798,falcon,codealpaca,arc_challenge,all_eligible,ssm_only,1.0,False,False
164,-0.6097560975609756,-5.487804878048781,4.2682926829268295,0.8832,qwen3,codealpaca,humaneval,all_layers,softmax_plus_mlp,1.0,False,False
299,-0.33444816053511706,-3.0100334448160537,2.341137123745819,0.8844,falcon,ultrachat,arc_challenge,attention_only,ssm_only,1.0,False,False
512,-0.1953125,-1.5625,1.171875,0.8846,falcon,gsm8k_train,hellaswag,ssm_only,ssm_plus_mlp,1.0,False,False
512,-0.1953125,-1.5625,1.171875,0.8866,falcon,codealpaca,hellaswag,all_eligible,ssm_plus_mlp,1.0,False,False
299,-0.33444816053511706,-3.3444816053511706,2.341137123745819,0.8898,qwen3,codealpaca,arc_challenge,softmax_plus_mlp,__base__,1.0,False,False
299,-0.33444816053511706,-3.0100334448160537,2.341137123745819,0.8916,qwen3,gsm8k_train,arc_challenge,mlp_only,gdn_plus_mlp,1.0,False,False
299,0.33444816053511706,-2.341137123745819,3.0100334448160537,0.8924,falcon,gsm8k_train,arc_challenge,attention_only,ssm_only,1.0,False,False
299,-0.33444816053511706,-3.3444816053511706,2.6755852842809364,0.8982,falcon,ultrachat,arc_challenge,ssm_plus_mlp,__base__,1.0,False,False
512,-0.1953125,-1.5625,1.171875,0.9004,falcon,codealpaca,mmlu,ssm_only,ssm_plus_mlp,1.0,False,False
512,-0.1953125,-1.7578125,1.3671875,0.9044,falcon,gsm8k_train,hellaswag,all_eligible,ssm_only,1.0,False,False
512,-0.1953125,-1.953125,1.5625,0.9062,falcon,codealpaca,mmlu,all_eligible,ssm_only,1.0,False,False
299,0.33444816053511706,-2.6755852842809364,3.3444816053511706,0.9066,qwen3,ultrachat,arc_challenge,mlp_only,gdn_plus_mlp,1.0,False,False
299,-0.33444816053511706,-3.0100334448160537,2.341137123745819,0.9066,falcon,ultrachat,arc_challenge,attention_only,ssm_plus_mlp,1.0,False,False
512,0.1953125,-1.3671875,1.7578125,0.907,falcon,codealpaca,hellaswag,all_eligible,mlp_only,1.0,False,False
512,0.1953125,-1.7578125,2.1484375,0.908,falcon,codealpaca,mmlu,ssm_plus_mlp,__base__,1.0,False,False
299,-0.33444816053511706,-3.3444816053511706,2.341137123745819,0.9106,falcon,ultrachat,arc_challenge,ssm_only,__base__,1.0,False,False
299,0.33444816053511706,-3.0100334448160537,3.678929765886288,0.914,qwen3,ultrachat,arc_challenge,softmax_only,gdn_plus_mlp,1.0,False,False
512,0.1953125,-1.5625,1.953125,0.9146,falcon,codealpaca,mmlu,attention_only,mlp_only,1.0,False,False
512,0.1953125,-1.171875,1.5625,0.9182,falcon,codealpaca,hellaswag,attention_plus_mlp,ssm_plus_mlp,1.0,False,False
512,0.1953125,-1.7578125,2.1484375,0.9216,falcon,ultrachat,mmlu,all_eligible,mlp_only,1.0,False,False
128,-0.78125,-8.59375,7.03125,0.9218,qwen3,gsm8k_train,gsm8k,all_layers,gdn_plus_mlp,1.0,False,False
512,0.1953125,-1.7578125,2.34375,0.922,falcon,ultrachat,mmlu,all_eligible,attention_only,1.0,False,False
512,0.1953125,-1.5625,1.953125,0.927,falcon,ultrachat,mmlu,all_eligible,ssm_plus_mlp,1.0,False,False
256,0.390625,-4.296875,5.078125,0.928,falcon,codealpaca,gsm8k,ssm_only,attention_plus_mlp,1.0,False,False
512,0.1953125,-1.953125,2.34375,0.9284,qwen3,codealpaca,mmlu,mlp_only,softmax_plus_mlp,1.0,False,False
256,0.390625,-3.90625,5.078125,0.9284,falcon,codealpaca,gsm8k,all_eligible,ssm_plus_mlp,1.0,False,False
256,-0.390625,-5.46875,4.6875,0.9288,qwen3,codealpaca,gsm8k,gdn_only,mlp_only,1.0,False,False
512,-0.1953125,-2.34375,1.953125,0.9296,falcon,codealpaca,mmlu,all_eligible,__base__,1.0,False,False
256,0.390625,-4.296875,5.46875,0.93,falcon,ultrachat,gsm8k,ssm_only,ssm_plus_mlp,1.0,False,False
512,0.1953125,-2.1484375,2.5390625,0.9328,qwen3,codealpaca,hellaswag,softmax_only,mlp_only,1.0,False,False
256,0.390625,-4.296875,5.078125,0.9364,falcon,codealpaca,gsm8k,attention_only,mlp_only,1.0,False,False
512,0.1953125,-1.7578125,2.1484375,0.9374,falcon,codealpaca,mmlu,all_eligible,attention_only,1.0,False,False
256,-0.390625,-6.25,5.46875,0.9394,qwen3,codealpaca,gsm8k,softmax_only,softmax_plus_mlp,1.0,False,False
512,-0.1953125,-2.34375,1.953125,0.9396,qwen3,gsm8k_train,mmlu,softmax_plus_mlp,__base__,1.0,False,False
512,0.1953125,-2.5390625,2.9296875,0.94,qwen3,gsm8k_train,mmlu,softmax_only,gdn_only,1.0,False,False
256,-0.390625,-5.46875,4.6875,0.9404,falcon,ultrachat,gsm8k,all_eligible,attention_plus_mlp,1.0,False,False
299,0.33444816053511706,-3.0100334448160537,3.678929765886288,0.9406,qwen3,codealpaca,arc_challenge,all_layers,softmax_only,1.0,False,False
512,0.1953125,-2.734375,3.125,0.942,qwen3,ultrachat,mmlu,gdn_only,gdn_plus_mlp,1.0,False,False
512,-0.1953125,-3.3203125,2.9296875,0.9422,qwen3,ultrachat,hellaswag,mlp_only,gdn_plus_mlp,1.0,False,False
512,-0.1953125,-2.5390625,2.1484375,0.9436,falcon,gsm8k_train,mmlu,ssm_plus_mlp,__base__,1.0,False,False
256,0.390625,-5.078125,5.859375,0.9454,qwen3,codealpaca,gsm8k,softmax_only,mlp_only,1.0,False,False
299,0.33444816053511706,-3.678929765886288,4.3478260869565215,0.9458,qwen3,codealpaca,arc_challenge,gdn_only,__base__,1.0,False,False
512,-0.1953125,-3.125,2.734375,0.948,qwen3,ultrachat,mmlu,all_layers,softmax_only,1.0,False,False
512,0.1953125,-2.9296875,3.3203125,0.9488,qwen3,codealpaca,hellaswag,softmax_only,gdn_plus_mlp,1.0,False,False
299,-0.33444816053511706,-4.013377926421405,3.3444816053511706,0.9488,qwen3,codealpaca,arc_challenge,softmax_only,gdn_plus_mlp,1.0,False,False
256,-0.390625,-5.46875,5.078125,0.949,qwen3,codealpaca,gsm8k,all_layers,mlp_only,1.0,False,False
512,-0.1953125,-2.5390625,1.958007812499929,0.949,falcon,gsm8k_train,mmlu,all_eligible,__base__,1.0,False,False
256,-0.390625,-5.078125,4.296875,0.9498,falcon,ultrachat,gsm8k,all_eligible,ssm_plus_mlp,1.0,False,False
512,0.1953125,-2.9296875,3.3203125,0.9508,qwen3,ultrachat,mmlu,softmax_only,gdn_plus_mlp,1.0,False,False
128,-0.78125,-13.28125,11.71875,0.9518,qwen3,codealpaca,gsm8k,gdn_plus_mlp,__base__,1.0,False,False
512,0.1953125,-3.515625,3.90625,0.9564,qwen3,ultrachat,hellaswag,gdn_plus_mlp,__base__,1.0,False,False
256,0.390625,-5.078125,5.859375,0.957,falcon,gsm8k_train,gsm8k,all_eligible,ssm_only,1.0,False,False
256,0.390625,-5.078125,5.859375,0.9572,falcon,ultrachat,gsm8k,ssm_only,attention_plus_mlp,1.0,False,False
512,-0.1953125,-3.515625,3.125,0.9582,qwen3,ultrachat,mmlu,all_layers,gdn_only,1.0,False,False
128,0.78125,-10.957031249999982,12.5,0.9586,qwen3,ultrachat,gsm8k,mlp_only,__base__,1.0,False,False
128,0.78125,-11.71875,12.5,0.9742,qwen3,ultrachat,gsm8k,softmax_plus_mlp,__base__,1.0,False,False
299,0.0,-2.341137123745819,2.341137123745819,1.0,falcon,ultrachat,arc_challenge,all_eligible,attention_plus_mlp,1.0,False,False
256,0.0,-5.078125,5.078125,1.0,qwen3,codealpaca,gsm8k,all_layers,gdn_only,1.0,False,False
512,0.0,-3.515625,3.3203125,1.0,qwen3,ultrachat,hellaswag,mlp_only,__base__,1.0,False,False
299,0.0,-1.6722408026755853,1.6722408026755853,1.0,falcon,gsm8k_train,arc_challenge,all_eligible,ssm_plus_mlp,1.0,False,False
299,0.0,-1.6722408026755853,1.6722408026755853,1.0,falcon,gsm8k_train,arc_challenge,mlp_only,attention_plus_mlp,1.0,False,False
512,0.0,-3.125,3.125,1.0,qwen3,codealpaca,hellaswag,mlp_only,gdn_plus_mlp,1.0,False,False
164,0.0,-4.878048780487805,4.878048780487805,1.0,falcon,codealpaca,humaneval,attention_only,ssm_only,1.0,False,False
512,0.0,-1.5625,1.5625,1.0,falcon,gsm8k_train,mmlu,all_eligible,ssm_plus_mlp,1.0,False,False
157,0.0,-3.821656050955414,3.1847133757961785,1.0,falcon,codealpaca,humaneval,all_eligible,attention_plus_mlp,1.0,False,False
512,0.0,-1.5625,1.5625,1.0,falcon,ultrachat,mmlu,mlp_only,ssm_plus_mlp,1.0,False,False
512,0.0,-1.953125,1.953125,1.0,falcon,ultrachat,mmlu,attention_only,mlp_only,1.0,False,False
512,0.0,-1.953125,2.1484375,1.0,falcon,ultrachat,mmlu,attention_only,ssm_plus_mlp,1.0,False,False
512,0.0,-2.1484375,2.34375,1.0,falcon,ultrachat,mmlu,ssm_only,__base__,1.0,False,False
256,0.0,-4.296875,4.296875,1.0,falcon,ultrachat,gsm8k,attention_plus_mlp,ssm_plus_mlp,1.0,False,False
299,0.0,-2.6755852842809364,2.6755852842809364,1.0,qwen3,codealpaca,arc_challenge,all_layers,gdn_plus_mlp,1.0,False,False
256,0.0,-4.296875,4.296875,1.0,falcon,ultrachat,gsm8k,attention_only,mlp_only,1.0,False,False
512,0.0,-3.125,3.125,1.0,qwen3,codealpaca,mmlu,gdn_only,gdn_plus_mlp,1.0,False,False
512,0.0,-0.9765625,0.9765625,1.0,falcon,gsm8k_train,hellaswag,mlp_only,attention_plus_mlp,1.0,False,False
164,0.0,-4.2682926829268295,4.2682926829268295,1.0,qwen3,codealpaca,humaneval,mlp_only,gdn_plus_mlp,1.0,False,False
299,0.0,-1.3377926421404682,1.3377926421404682,1.0,falcon,ultrachat,arc_challenge,ssm_only,ssm_plus_mlp,1.0,False,False
299,0.0,-3.3444816053511706,3.3444816053511706,1.0,qwen3,ultrachat,arc_challenge,all_layers,gdn_only,1.0,False,False
299,0.0,-2.6755852842809364,2.6755852842809364,1.0,qwen3,ultrachat,arc_challenge,softmax_only,mlp_only,1.0,False,False
299,0.0,-1.6722408026755853,1.6722408026755853,1.0,falcon,codealpaca,arc_challenge,all_eligible,ssm_plus_mlp,1.0,False,False
512,0.0,-3.515625,3.515625,1.0,qwen3,ultrachat,mmlu,softmax_only,gdn_only,1.0,False,False
512,0.0,-2.5390625,2.34375,1.0,qwen3,ultrachat,mmlu,all_layers,gdn_plus_mlp,1.0,False,False
128,0.0,-11.71875,11.71875,1.0,qwen3,ultrachat,gsm8k,gdn_plus_mlp,__base__,1.0,False,False
299,0.0,-3.3444816053511706,3.3444816053511706,1.0,qwen3,ultrachat,arc_challenge,gdn_only,__base__,1.0,False,False
299,0.0,-3.3444816053511706,3.3444816053511706,1.0,qwen3,ultrachat,arc_challenge,all_layers,__base__,1.0,False,False
512,0.0,-2.5390625,2.34375,1.0,qwen3,gsm8k_train,hellaswag,softmax_plus_mlp,__base__,1.0,False,False
512,0.0,-2.734375,2.734375,1.0,qwen3,gsm8k_train,hellaswag,all_layers,gdn_plus_mlp,1.0,False,False
299,0.0,-2.0066889632107023,2.0066889632107023,1.0,falcon,codealpaca,arc_challenge,ssm_only,attention_plus_mlp,1.0,False,False
256,0.0,-5.46875,5.46875,1.0,qwen3,ultrachat,gsm8k,all_layers,gdn_only,1.0,False,False
299,0.0,-2.0066889632107023,2.0066889632107023,1.0,qwen3,gsm8k_train,arc_challenge,gdn_only,__base__,1.0,False,False
512,0.0,-2.1484375,2.1484375,1.0,falcon,codealpaca,mmlu,ssm_only,__base__,1.0,False,False
